PAGE 2 | TEXT:  | URI: https://drive.google.com/file/d/1-NZkFupZLHKOLDbZGucJTByh4O1x_A1m/view?usp=drive_link
PAGE 11 | TEXT:  | URI: https://www.kshp.or.kr/Upload/publications/173~184%ED%95%99%EC%88%A0%EA%B0%95%EC%A2%8C-%EB%B0%B0%EC%98%81%EB%9E%80%EC%B5%9C%EC%A2%85.pdf
PAGE 11 | TEXT:  | URI: https://www.jkacap.org/journal/download_pdf.php?doi=10.5765/jkacap.2017.28.2.46
PAGE 11 | TEXT:  | URI: https://www.jkacap.org/journal/download_pdf.php?doi=10.5765/jkacap.2017.28.2.46
PAGE 11 | TEXT:  | URI: https://www.jkacap.org/journal/download_pdf.php?doi=10.5765/jkacap.2017.28.2.58
PAGE 11 | TEXT:  | URI: https://www.jkacap.org/journal/download_pdf.php?doi=10.5765/jkacap.2017.28.2.70
PAGE 11 | TEXT:  | URI: https://jknpa.org/pdf/10.4306/jknpa.2022.61.2.98
PAGE 11 | TEXT:  | URI: https://jknpa.org/pdf/10.4306/jknpa.2022.61.2.110
PAGE 11 | TEXT:  | URI: https://jknpa.org/pdf/10.4306/jknpa.2022.61.2.123
PAGE 11 | TEXT:  | URI: https://jknpa.org/pdf/10.4306/jknpa.2022.61.2.133
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.3.204
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.3.214
PAGE 11 | TEXT:  | URI: https://jknpa.org/pdf/10.4306/jknpa.2022.61.3.224
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.4.261
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.4.267
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.4.274
PAGE 11 | TEXT:  | URI: https://www.jknpa.org/pdf/10.4306/jknpa.2022.61.4.274
PAGE 12 | TEXT:  | URI: https://www.guideline.or.kr/func/download_chronic.php?number=570
PAGE 12 | TEXT:  | URI: https://www.guideline.or.kr/func/download_chronic.php?number=593
PAGE 12 | TEXT:  | URI: https://www.guideline.or.kr/func/download_chronic.php?number=569
PAGE 12 | TEXT:  | URI: https://www.guideline.or.kr/func/download_renew.php?number=28
PAGE 12 | TEXT:  | URI: http://koreascience.or.kr/article/JAKO201835372169811.pdf
PAGE 12 | TEXT:  | URI: https://www.kci.go.kr/kciportal/landing/article.kci?arti_id=ART002464954#none
PAGE 12 | TEXT:  | URI: https://jkma.org/journal/view.php?viewtype=pubreader&number=146
PAGE 12 | TEXT:  | URI: https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001082507
PAGE 12 | TEXT:  | URI: https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001210931
PAGE 12 | TEXT:  | URI: https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001113048
PAGE 12 | TEXT:  | URI: https://www.kci.go.kr/kciportal/ci/sereArticleSearch/ciSereArtiView.kci?sereArticleSearchBean.artiId=ART001113049
PAGE 12 | TEXT:  | URI: https://www.researchgate.net/profile/Seockhoon_Chung/publication/340273873_bulmyeonjeung_imsangjinlyojichim_bulmyeonjeung-ui_jindangwa_chilyo_Korean_Clinical_Practice_Guideline_for_Management_of_Insomnia_in_Adults/data/5e81daaca6fdcc139c143c4d/hangugpan-bulmyeonjeung-imsangjinlyojichim-2019.pdf
PAGE 13 | TEXT:  | URI: https://www.oarsijournal.com/action/showPdf?pii=S1063-4584%2819%2931116-1
PAGE 13 | TEXT:  | URI: https://www.rheumatology.org/Portals/0/Files/Osteoarthritis-Guideline-Early-View-2019.pdf
PAGE 13 | TEXT:  | URI: https://www.sciencedirect.com/science/article/pii/S0049017219300435/pdfft?isDTMRedir=true&download=true
PAGE 13 | TEXT:  | URI: https://ekjm.org/upload/kjm-2022-97-2-93.pdf
PAGE 13 | TEXT:  | URI: https://icjournal.org/src/sm/ic-52-252-s001.pdf
PAGE 13 | TEXT:  | URI: https://www.rheumatology.org/Portals/0/Files/2021-ACR-Guideline-for-Treatment-Rheumatoid-Arthritis-Early-View.pdf
PAGE 13 | TEXT:  | URI: https://ard.bmj.com/content/annrheumdis/82/1/3.full.pdf
PAGE 13 | TEXT:  | URI: https://ard.bmj.com/content/annrheumdis/82/1/3.full.pdf
PAGE 13 | TEXT:  | URI: https://ard.bmj.com/content/annrheumdis/70/3/404.full.pdf
PAGE 13 | TEXT:  | URI: https://ard.bmj.com/content/annrheumdis/70/3/404.full.pdf
PAGE 13 | TEXT:  | URI: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8979902/pdf/11657_2022_Article_1061.pdf
PAGE 13 | TEXT:  | URI: https://www.guideline.or.kr/func/download.php?guide_chk=Y&cnt=1&path=L2hvbWUvdmlydHVhbC9ndWlkZS9uZXcvdXBsb2FkL29ubGluZTIvMTU2OTQ2NzM5NTBfR0lPUCDsp4Tro4zsp4Dsuagg67O466y4LnBkZg==&filename=R0lPUCDsp4Tro4zsp4Dsuagg67O466y4LnBkZg==
PAGE 13 | TEXT:  | URI: https://www.guideline.or.kr/func/download.php?guide_chk=Y&cnt=2&path=L2hvbWUvdmlydHVhbC9ndWlkZS9uZXcvdXBsb2FkL29ubGluZTIvMTU2OTQ2NzM5NTFfR0lPUCDsp4Tro4zsp4Dsuagg7ZGc7JmAIOq3uOumvC5wZGY=&filename=R0lPUCDsp4Tro4zsp4Dsuagg7ZGc7JmAIOq3uOumvC5wZGY=
PAGE 13 | TEXT:  | URI: https://www.endocrinepractice.org/action/showPdf?pii=S1530-891X%2820%2942827-7
PAGE 13 | TEXT:  | URI: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4176573/pdf/198_2014_Article_2794.pdf
PAGE 13 | TEXT:  | URI: https://ard.bmj.com/content/annrheumdis/76/1/29.full.pdf
PAGE 13 | TEXT:  | URI: https://pubmed.ncbi.nlm.nih.gov/27802508/
PAGE 13 | TEXT:  | URI: https://www.ekjm.org/upload/kjm-2020-95-3-162.pdf
PAGE 13 | TEXT:  | URI: https://www.ekjm.org/upload/kjm-2020-95-3-151.pdf
PAGE 13 | TEXT:  | URI: https://www.ekjm.org/upload/kjm-2020-95-3-170.pdf
PAGE 13 | TEXT:  | URI: https://synapse.koreamed.org/func/download.php?path=L2hvbWUvdmlydHVhbC9rYW1qZS9zeW5hcHNlL3VwbG9hZC9TeW5hcHNlRGF0YS9QREZEYXRhLzAxMTlqa21hL2prbWEtNTItNjQ1LnBkZg==&filename=amttYS01Mi02NDUucGRm
PAGE 14 | TEXT:  | URI: https://www.cdc.gov/mmwr/volumes/73/rr/pdfs/rr7304a1-H.pdf
PAGE 14 | TEXT:  | URI: https://www.cdc.gov/contraception/media/pdfs/2024/07/us-mec-summary-chart-color-508.pdf
PAGE 14 | TEXT:  | URI: https://www.auanet.org/documents/Guidelines/PDF/BPH%20Surgical-Mgmt.pdf
PAGE 14 | TEXT:  | URI: http://www.kcsoffice.org/pdf/sub04_02.pdf
PAGE 14 | TEXT:  | URI: https://d56bochluxqnz.cloudfront.net/media/EAU-Guidelines-on-Urinary-Incontinence-2020.pdf
PAGE 14 | TEXT:  | URI: https://d56bochluxqnz.cloudfront.net/media/EAU-Pocket-Guidelines-on-Urinary-Incontinence-2020.pdf
PAGE 14 | TEXT:  | URI: http://www.kcsoffice.org/pdf/sub04_05.pdf
PAGE 14 | TEXT:  | URI: http://www.kcsoffice.org/pdf/sub03_01.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/guidelines/category_1
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/aml.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/cml.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/ped_all.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/all.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/cll.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/nscl.pdf
PAGE 14 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/sclc.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/colon.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/rectal.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/anal.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/breast.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/infections.pdf
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/antiemesis.pdf
PAGE 15 | TEXT:  | URI: https://ascopubs.org/doi/pdfdirect/10.1200/JCO.20.01296
PAGE 15 | TEXT:  | URI: https://www.nccn.org/professionals/physician_gls/pdf/pain.pdf
PAGE 15 | TEXT:  | URI: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8577915/pdf/ad-33-497.pdf
PAGE 15 | TEXT:  | URI: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1346-8138.16527?download=true
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2820%2930284-X
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2820%2930284-X
PAGE 15 | TEXT:  | URI: https://www.aad.org/member/clinical-quality/guidelines/psoriasis
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2820%2932288-X
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2820%2932288-X
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2818%2933001-9
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2818%2933001-9
PAGE 15 | TEXT:  | URI: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jdv.14454?download=true
PAGE 15 | TEXT:  | URI: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jdv.14454?download=true
PAGE 15 | TEXT:  | URI: https://anndermatol.org/pdf/10.5021/ad.2015.27.5.563
PAGE 15 | TEXT:  | URI: https://anndermatol.org/pdf/10.5021/ad.2015.27.5.563
PAGE 15 | TEXT:  | URI: https://www.jaad.org/action/showPdf?pii=S0190-9622%2815%2902614-6
PAGE 15 | TEXT:  | URI: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jdv.13776?download=true
PAGE 15 | TEXT:  | URI: https://www.nice.org.uk/guidance/ng198/resources/acne-vulgaris-management-pdf-66142088866501
PAGE 16 | TEXT:  | URI: https://www.aao.org/Assets/918cbaf0-5c99-4ba7-b356-032dfa293655/637454462248530000/primary-open-angle-glaucoma-ppp-pdf
PAGE 16 | TEXT:  | URI: https://www.guideline.or.kr/func/download.php?guide_chk=Y&cnt=1&path=L2hvbWUvdmlydHVhbC9ndWlkZS9uZXcvdXBsb2FkL29ubGluZTIvMTY1ODM5MTk1OTBf67Cx64K07J6lIOyehOyDgeynhOujjOyngOy5qC3stZzsooUo7KeA7Lmo6rCc67Cc7JqpKS5wZGY=&filename=67Cx64K07J6lIOyehOyDgeynhOujjOyngOy5qC3stZzsooUo7KeA7Lmo6rCc67Cc7JqpKS5wZGY=
PAGE 17 | TEXT:  | URI: https://www.guideline.or.kr/site/
PAGE 17 | TEXT:  | URI: https://www.who.int/publications/who-guidelines
PAGE 17 | TEXT:  | URI: http://www.g-i-n.net/library/international-guidelines-library
PAGE 17 | TEXT:  | URI: https://www.nice.org.uk/guidance
PAGE 17 | TEXT:  | URI: https://www.guideline.gov/
PAGE 17 | TEXT:  | URI: https://www.clinicalguidelines.gov.au/
PAGE 17 | TEXT:  | URI: https://www.cma.ca/En/Pages/clinical-practice-guidelines.aspx
PAGE 17 | TEXT:  | URI: http://www.sign.ac.uk/
PAGE 17 | TEXT:  | URI: http://www.who.int/publications/guidelines/en/
